,ip,time,method,url,status,size,user_agent
1037,20.171.207.17,2025-04-17 14:09:02+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3089-thumb.jpg,200,93490,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1038,20.171.207.17,2025-04-17 14:10:09+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3107-thumb.jpg,200,676986,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1039,20.171.207.17,2025-04-17 14:11:04+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3091-thumb.jpg,200,500657,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1040,20.171.207.17,2025-04-17 14:12:08+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3056-thumb.jpg,200,1115660,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1041,20.171.207.17,2025-04-17 14:12:53+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3048-thumb.jpg,200,753108,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1042,20.171.207.17,2025-04-17 14:13:30+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3097-thumb.jpg,200,845016,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1043,20.171.207.17,2025-04-17 14:14:01+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3025-thumb.jpg,200,398869,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1044,20.171.207.17,2025-04-17 14:14:08+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3084-thumb.jpg,200,381334,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1045,20.171.207.17,2025-04-17 14:14:38+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3059-thumb.jpg,200,645609,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1046,20.171.207.17,2025-04-17 14:15:16+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3021-thumb.jpg,200,502191,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1047,20.171.207.17,2025-04-17 14:16:02+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3024-thumb.jpg,200,1099862,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1048,20.171.207.17,2025-04-17 14:16:35+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3064-thumb.jpg,200,281595,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1049,20.171.207.17,2025-04-17 14:17:11+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3072-thumb.jpg,200,586353,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1050,20.171.207.17,2025-04-17 14:19:16+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3068-thumb.jpg,200,874653,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1051,20.171.207.17,2025-04-17 14:20:08+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3041-thumb.jpg,200,1439064,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1052,20.171.207.17,2025-04-17 14:20:51+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3018-thumb.jpg,200,559083,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1053,20.171.207.17,2025-04-17 14:21:28+01:00,GET,/wp-content/gallery/royal-palace-of-turin-italy/MG_3062-thumb.jpg,200,629816,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1054,20.171.207.17,2025-04-17 14:22:10+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f222818288-thumb.jpg,200,31659,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1055,20.171.207.17,2025-04-17 14:22:52+01:00,GET,/wp-content/gallery/concert-in-busto-arsizio-italy/raw__MG_1666-thumb.jpg,200,1142428,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1056,20.171.207.17,2025-04-17 14:23:30+01:00,GET,/wp-content/gallery/concert-in-busto-arsizio-italy/raw__MG_1444-thumb.jpg,200,296060,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1057,20.171.207.17,2025-04-17 14:24:08+01:00,GET,/wp-content/gallery/concert-in-busto-arsizio-italy/raw__MG_1555-thumb.jpg,200,328798,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1058,20.171.207.17,2025-04-17 14:24:28+01:00,GET,/wp-content/gallery/valgrisenche-val-daosta-italy/raw__MG_0444-thumb.jpg,200,864396,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1059,20.171.207.17,2025-04-17 14:24:42+01:00,GET,/wp-content/gallery/concert-in-busto-arsizio-italy/raw__MG_1777-thumb.jpg,200,380969,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1060,20.171.207.17,2025-04-17 14:25:03+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5335-thumb.jpg,200,905693,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1061,20.171.207.17,2025-04-17 14:25:40+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5005-thumb.jpg,200,295779,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1062,20.171.207.17,2025-04-17 14:26:13+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5353-thumb.jpg,200,287145,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1063,20.171.207.17,2025-04-17 14:26:48+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5445-thumb.jpg,200,311853,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1064,20.171.207.17,2025-04-17 14:27:25+01:00,GET,/wp-content/gallery/concert-in-anaheim-ca/raw__MG_4112-thumb.jpg,200,226305,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1065,20.171.207.17,2025-04-17 14:29:28+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5525-thumb.jpg,200,676979,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1066,20.171.207.17,2025-04-17 14:30:01+01:00,GET,/wp-content/gallery/concert-in-anaheim-ca/raw__MG_4104-thumb.jpg,200,342454,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1067,20.171.207.17,2025-04-17 14:30:39+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5355-thumb.jpg,200,283262,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1068,20.171.207.17,2025-04-17 14:31:17+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5505-thumb.jpg,200,985815,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1069,20.171.207.17,2025-04-17 14:31:53+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5225-thumb.jpg,200,970381,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1070,20.171.207.17,2025-04-17 14:32:26+01:00,GET,/wp-content/gallery/concert-in-anaheim-ca/raw__MG_4094-thumb.jpg,200,496696,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1071,20.171.207.17,2025-04-17 14:33:04+01:00,GET,/wp-content/gallery/concert-in-anaheim-ca/raw__MG_4101-thumb.jpg,200,414125,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1072,20.171.207.17,2025-04-17 14:33:40+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5522-thumb.jpg,200,849620,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1073,20.171.207.17,2025-04-17 14:34:17+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5455-thumb.jpg,200,961385,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1074,20.171.207.17,2025-04-17 14:34:43+01:00,GET,/wp-content/gallery/lofoten/cache/lofoten.jpg-nggid011-ngg0dyn-240x160x100-00f0w010c011r110f110r010t010.jpg,200,35849,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1075,20.171.207.17,2025-04-17 14:34:52+01:00,GET,/wp-content/gallery/concert-in-asti-italy/raw__MG_5050-thumb.jpg,200,302770,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1076,20.171.207.17,2025-04-17 14:35:16+01:00,GET,/wp-content/gallery/ian-anderson-20081216-turin/f137208136-thumb.jpg,200,430618,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1077,20.171.207.17,2025-04-17 14:35:54+01:00,GET,/wp-content/gallery/loreena-mckennitt-20080713-brescia/f183700712-thumb.jpg,200,449018,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1078,20.171.207.17,2025-04-17 14:36:26+01:00,GET,/wp-content/gallery/ian-anderson-20081216-turin/f136787008-thumb.jpg,200,451271,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1079,20.171.207.17,2025-04-17 14:37:01+01:00,GET,/wp-content/gallery/ian-anderson-20081216-turin/f137046296-thumb.jpg,200,428408,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1080,20.171.207.17,2025-04-17 14:37:39+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223094992-thumb.jpg,200,17122,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1081,20.171.207.17,2025-04-17 14:39:50+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224173904-thumb.jpg,200,34117,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1082,20.171.207.17,2025-04-17 14:40:25+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223522800-thumb.jpg,200,29135,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1083,20.171.207.17,2025-04-17 14:41:02+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223425400-thumb.jpg,200,33631,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1084,20.171.207.17,2025-04-17 14:41:39+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224383408-thumb.jpg,200,36373,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1085,3.0.205.53,2025-04-17 14:42:15+01:00,GET,/wp-content/gallery/concert-in-milan-italy/thumbs/thumbs_mg_1858-thumb.jpg,200,44006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
1086,20.171.207.17,2025-04-17 14:42:16+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223068024-thumb.jpg,200,18835,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1087,20.171.207.17,2025-04-17 14:42:54+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223122352-thumb.jpg,200,16060,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1088,20.171.207.17,2025-04-17 14:43:32+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223825792-thumb.jpg,200,35688,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1089,20.171.207.17,2025-04-17 14:44:09+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223564720-thumb.jpg,200,34071,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1090,20.171.207.17,2025-04-17 14:44:43+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223716672-thumb.jpg,200,20522,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1091,20.171.207.17,2025-04-17 14:45:12+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224006184-thumb.jpg,200,37376,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1092,20.171.207.17,2025-04-17 14:45:21+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223853448-thumb.jpg,200,36973,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1093,20.171.207.17,2025-04-17 14:45:48+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224089760-thumb.jpg,200,34794,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1094,20.171.207.17,2025-04-17 14:46:22+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223675600-thumb.jpg,200,28480,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1095,20.171.207.17,2025-04-17 14:47:08+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223620528-thumb.jpg,200,30033,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1096,20.171.207.17,2025-04-17 14:48:01+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223246024-thumb.jpg,200,29237,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1097,20.171.207.17,2025-04-17 14:48:40+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224355024-thumb.jpg,200,32149,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1098,20.171.207.17,2025-04-17 14:50:27+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223730864-thumb.jpg,200,13734,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1099,20.171.207.17,2025-04-17 14:51:29+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223411432-thumb.jpg,200,37153,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1100,20.171.207.17,2025-04-17 14:52:25+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223839784-thumb.jpg,200,16532,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1101,20.171.207.17,2025-04-17 14:53:03+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223218488-thumb.jpg,200,31884,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1102,20.171.207.17,2025-04-17 14:54:01+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223592856-thumb.jpg,200,32719,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1103,20.171.207.17,2025-04-17 14:54:43+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223509128-thumb.jpg,200,31063,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1104,20.171.207.17,2025-04-17 14:55:41+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224411336-thumb.jpg,200,35963,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1105,20.171.207.17,2025-04-17 14:55:48+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223785272-thumb.jpg,200,28704,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1106,20.171.207.17,2025-04-17 14:56:20+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224048312-thumb.jpg,200,32579,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1107,20.171.207.17,2025-04-17 14:56:32+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223536368-thumb.jpg,200,39551,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1108,20.171.207.17,2025-04-17 14:57:02+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223550896-thumb.jpg,200,17966,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1109,20.171.207.17,2025-04-17 14:57:21+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223648024-thumb.jpg,200,28478,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1110,20.171.207.17,2025-04-17 14:58:04+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224270816-thumb.jpg,200,35464,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1111,20.171.207.17,2025-04-17 14:58:42+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223922528-thumb.jpg,200,16697,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1112,20.171.207.17,2025-04-17 15:01:33+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224214896-thumb.jpg,200,34120,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1113,20.171.207.17,2025-04-17 15:02:38+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224117680-thumb.jpg,200,15806,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1114,84.203.1.217,2025-04-17 15:03:12+01:00,POST,/wp-cron.php?doing_wp_cron=1744898591.2427649497985839843750,499,0,WordPress/6.8; https://website.local.lan
1115,20.171.207.17,2025-04-17 15:03:12+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224284960-thumb.jpg,200,19610,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1116,43.166.226.186,2025-04-17 15:03:13+01:00,GET,/,200,9224,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
1117,20.171.207.17,2025-04-17 15:03:49+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224145616-thumb.jpg,200,36563,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1118,20.171.207.17,2025-04-17 15:04:23+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224341176-thumb.jpg,200,23741,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1119,20.171.207.17,2025-04-17 15:05:09+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223302344-thumb.jpg,200,17998,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1120,20.171.207.17,2025-04-17 15:05:51+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223481296-thumb.jpg,200,35663,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1121,20.171.207.17,2025-04-17 15:05:53+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223702840-thumb.jpg,200,16753,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1122,20.171.207.17,2025-04-17 15:06:32+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223744504-thumb.jpg,200,30851,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1123,20.171.207.17,2025-04-17 15:06:36+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224200864-thumb.jpg,200,16889,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1124,52.220.220.42,2025-04-17 15:06:39+01:00,GET,/wp-content/gallery/valnontey-val-daosta-italy-1/thumbs/thumbs_MG_4107-_MG_4111-thumb.jpg,200,39870,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36"
1125,20.171.207.17,2025-04-17 15:07:05+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224062088-thumb.jpg,200,17864,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1126,20.171.207.17,2025-04-17 15:07:08+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223288088-thumb.jpg,200,33724,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1127,20.171.207.17,2025-04-17 15:07:44+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223273880-thumb.jpg,200,40513,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1128,20.171.207.17,2025-04-17 15:07:44+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223259640-thumb.jpg,200,17688,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1129,20.171.207.17,2025-04-17 15:10:38+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224075984-thumb.jpg,200,16806,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1130,20.171.207.17,2025-04-17 15:11:14+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224228728-thumb.jpg,200,17374,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1131,20.171.207.17,2025-04-17 15:12:06+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223495432-thumb.jpg,200,29816,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1132,20.171.207.17,2025-04-17 15:12:43+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223453048-thumb.jpg,200,32940,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1133,20.171.207.17,2025-04-17 15:13:23+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223176032-thumb.jpg,200,17302,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1134,20.171.207.17,2025-04-17 15:13:59+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f223054624-thumb.jpg,200,15899,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
1135,20.171.207.17,2025-04-17 15:14:34+01:00,GET,/wp-content/gallery/gwenael-kerleo/thumbs/thumbs_f224327272-thumb.jpg,200,36759,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
